
-5137	0	02886812
-5137	01278717	02886812
-5135	01640620	-1270
-5135	01578132	-3108
-5135	00235191	-3108
-5135	00239960	-621
-5135	00239960	-2206
-5135	00239960	-2151
-5135	00812388	-795
-5135	00812388	-4406
-5135	00239960	10962839
-5135	00601722	-4949
-5135	0	07230884
-5135	01474694	09947291
-5135	01343923	03499424
-5135	00430666	02422521
-5135	00449252	10081021
-5135	01340005	03499424
-5135	00369654	-3889
-5135	01775973	-3889
-5135	00401762	-3889
-5135	01760253	-5134
-5135	00430666	-4874
-5135	00337013	05976600
-5135	00683308	05167497
-5135	00239960	00585093
-5135	01621026	07515745
-5135	00239960	03431817
-5134	01637882	07240288
-5131	01681144	07592357
-5129	00235191	-5013
-5121	00430666	-5008
-5118	01775973	07232818
-5118	00692561	-5084
-5118	00369654	07232818
-5118	01538351	06000383
-5117	01775973	10917509
-5117	00696267	-4878
-5116	01775973	00205135
-5116	00077276	-4072
-5116	01775973	-2401
-5116	00683308	-2401
-5116	00418578	-4909
-5115	00430666	07354565
-5114	01578132	07258194
-5114	01583087	07147791
-5114	01637882	07240288
-5111	00788109	-4931
-5111	01775973	-4931
-5111	00111859	-4931
-5110	00235191	-3530
-5109	01775973	00508925
-5106	00235191	-3061
-5104	01811792	-5101
-5104	00898737	05616177
-5104	01508080	05616177
-5104	01649126	-4413
-5104	01508689	04659700
-5101	01775973	-2337
-5101	01689594	05990251
-5101	01119504	04930290
-5101	0	02913016
-5101	01857455	02913016
-5101	01775973	02913016
-5101	00696267	02913016
-5101	01857455	04930290
-5101	01692292	04930290
-5101	00328216	04778525
-5101	01126603	00289269
-5101	01173875	-4849
-5101	01811792	00061322
-5101	01853220	00061322
-5101	01775973	-4195
-5101	01775973	05376578
-5101	00788109	05376578
-5101	01132776	05362628
-5101	01811792	04114572
-5101	00781920	00607299
-5101	01692292	04010532
-5101	00696267	09580808
-5101	00111031	00409314
-5100	01691743	-2256
-5099	01154430	-1026
-5098	00239960	05265213
-5098	01177668	05265213
-5098	01176337	04735661
-5098	01498703	04960631
-5097	01141322	06287351
-5097	01114042	03431121
-5097	01141322	-4912
-5097	00250254	10257548
-5093	00250254	-5117
-5093	00634023	-5117
-5093	01691743	-5117
-5086	00077276	07354565
-5084	01587826	-4489
-5084	01106388	-5134
-5084	00750517	-5097
-5084	00250254	-4408
-5074	01261992	03010416
-5069	01638892	-4417
-5069	01775973	-3660
-5069	01628668	07354565
-5069	01164896	04829374
-5069	01775973	-2168
-5069	00985935	-3171
-5069	00812388	-1619
-5069	00249716	06368526
-5068	01692292	-4747
-5068	01692292	-5117
-5068	01691743	-4965
-5065	01775973	04790774
-5065	01589013	04510165
-5065	01130277	05997592
-5065	01775973	05997592
-5065	01811792	05072928
-5065	01648347	05072928
-5065	01811792	04916758
-5065	01812809	04916758
-5065	01775973	03991218
-5065	01775973	00020056
-5065	01857455	00020056
-5065	01619317	00020056
-5065	01590833	-5037
-5065	00649804	00020056
-5065	01775973	-2722
-5065	00249716	09423815
-5058	00077276	07354565
-5058	00482838	07592357
-5056	01033901	-386
-5055	01775163	00237382
-5055	00662608	-4812
-5044	00250254	07391044
-5039	01811792	06299747
-5039	00239960	06299747
-5039	01816363	06299747
-5038	0	07135420
-5037	01508689	03459836
-5037	01643531	03459836
-5036	01775973	-829
-5036	01635578	-3615
-5036	01775973	-3101
-5036	0	-3101
-5036	00250254	-3101
-5035	00235191	-1197
-5033	0	05352409
-5026	01775973	-4585
-5026	01600942	-4585
-5026	01775973	-4434
-5026	00430666	-3034
-5026	00239960	10918678
-5025	01758181	10873520
-5023	00594989	03499424
-5016	01513874	-5134
-5016	01376901	-5134
-5016	00166362	-4773
-5015	01114042	04041746
-5015	01510674	-4983
-5013	00235191	-4030
-5008	00239960	-3676
-5007	01811792	05276214
-5007	01242774	05276214
-5003	01775163	-4812
-5003	00788109	04761096
-4995	00699711	04114572
-4991	01691743	06949059
-4991	01775973	06287351
-4991	00759367	06744503
-4991	01324522	06789983
-4991	01358938	-3061
-4991	01368651	-4043
-4988	00077276	07354565
-4987	0	-4266
-4985	01775973	-3620
-4985	00788109	-3620
-4984	01775973	05352409
-4983	01775973	-4991
-4983	00759367	-4991
-4982	01775973	05956378
-4982	00400501	05956378
-4982	01583295	06368526
-4979	01775973	-3401
-4979	00750517	-3401
-4977	01872318	07258194
-4976	00594989	03499424
-4969	00235191	-4535
-4966	01368651	07354565
-4966	01775973	07354565
-4961	01474694	06768034
-4959	01622769	04782793
-4950	0	-4099
-4950	01135997	10065207
-4949	00601722	-4136
-4948	0	00626011
-4946	01775973	07240288
-4946	01838273	07240288
-4946	01775973	-4670
-4946	01838273	07258194
-4941	00249716	-4941
-4941	00645379	05573093
-4934	01775973	07354565
-4934	00692561	-4822
-4932	01706473	-4522
-4932	01765858	-4718
-4925	01130277	04041746
-4912	01368651	-4656
-4911	01622769	03499424
-4909	00647376	00205135
-4909	01775973	00205135
-4905	01026409	00626011
-4904	01775973	10843624
-4904	00732096	-4802
-4904	01775973	06155266
-4904	01681144	06155266
-4901	0	07173042
-4898	00077276	06024357
-4897	00235191	-4718
-4890	00638109	04059885
-4886	00750517	09920569
-4880	00484458	06114774
-4880	01809405	-2102
-4880	0	-4540
-4880	00692561	07154377
-4874	01675658	07280020
-4873	01775973	07232818
-4873	00692561	-4486
-4866	01154430	-76
-4864	01119504	05352409
-4864	00529549	-5003
-4859	00235191	-2773
-4857	01857455	00508925
-4857	00115662	00508925
-4856	00423416	05321341
-4856	01164896	05321341
-4855	01008825	07354565
-4854	00249716	10964831
-4852	01775973	07232818
-4852	00692561	-5084
-4849	01692292	04930129
-4849	00116292	04930129
-4849	00642112	00607299
-4849	01811792	03159967
-4849	01085355	03159967
-4849	01173875	06239374
-4845	00594989	03499424
-4844	01775973	-5117
-4844	00613686	-5117
-4844	0	-5117
-4841	01775973	07239856
-4841	00659537	-4959
-4841	01775973	-2130
-4841	00750517	-2130
-4841	00659537	09853415
-4840	01159299	02551913
-4837	0	-77
-4837	00562446	-77
-4827	01508080	05368498
-4813	00602606	05074858
-4813	01668808	07019437
-4813	01775973	05167497
-4812	01852531	06359477
-4811	00601722	-4407
-4807	0	-2219
-4799	00430666	-1807
-4799	00602606	-4242
-4799	01583295	-2444
-4791	01159299	07610081
-4786	01775973	04114572
-4785	00463353	-4532
-4785	00517734	-4532
-4773	00235191	-5126
-4773	00760028	-5134
-4773	00235191	-2349
-4769	00235191	-4666
-4764	01775973	-4764
-4763	01775973	-4266
-4763	01526289	-4266
-4761	01775163	00111872
-4761	01164896	00111872
-4759	01449939	05213933
-4758	01763262	07341493
-4757	01775973	07354565
-4757	00659537	01637880
-4755	01775973	10035141
-4755	00430666	-3533
-4754	00602606	-3647
-4744	01775973	-493
-4744	01600942	-493
-4742	00250254	-3333
-4733	00594989	-4656
-4722	0	-2690
-4720	01775973	07232818
-4720	01638892	07232818
-4718	00235191	-4265
-4714	0	-4294
-4714	00602606	05074858
-4711	0	-5117
-4697	01775973	00585093
-4697	00239960	00585093
-4696	01474694	06268839
-4696	00307731	06268839
-4694	01811792	05352409
-4694	00466852	05352409
-4689	01474694	-3622
-4689	01775973	04549310
-4689	00466852	00111872
-4681	00400501	-4880
-4679	00235191	-4711
-4675	01510674	-486
-4668	01635578	04778525
-4666	00235191	-4455
-4664	01775973	07232818
-4664	00692561	-4773
-4657	00325575	04927772
-4656	01809405	03499424
-4656	00239960	07551404
-4655	01775973	05997592
-4655	01787769	00508925
-4655	00601722	09708563
-4654	00759367	-3526
-4635	00432790	-4214
-4630	00235191	-3008
-4629	00239960	02405099
-4629	01136484	02405099
-4627	01856887	06299747
-4623	00750517	05218185
-4620	00063646	05362628
-4620	01568959	05362628
-4617	01583087	04762523
-4613	01775973	05167497
-4599	00235191	-52
-4598	0	-4598
-4598	01662020	07287417
-4596	01775973	07451379
-4596	00682542	07451379
-4596	01508689	07451379
-4595	01769619	-543
-4594	00077276	07621226
-4594	01779664	06303974
-4594	0	06708950
-4594	00750517	09920569
-4594	01510674	-3493
-4587	00235191	-4237
-4586	01775973	00508925
-4585	01600942	06287351
-4585	00239960	00633825
-4584	01622769	-4975
-4580	01775973	07232818
-4580	00692561	-5084
-4572	00634023	06744503
-4567	01348051	-5121
-4567	00250254	00610417
-4564	00077276	07258194
-4562	01368651	-1800
-4562	01775973	-238
-4560	01513874	04015637
-4547	00250254	-1321
-4546	00337971	02405099
-4542	01857455	00508925
-4542	00642112	-3750
-4537	01775973	-4697
-4537	01635578	00585093
-4536	01111638	06309044
-4536	00460650	-2792
-4535	01775973	-4223
-4535	01635578	-5134
-4532	00239960	00054499
-4532	00337013	00585093
-4526	01775973	-3964
-4523	01600942	10876395
-4522	01134102	00198579
-4522	01435798	08916881
-4522	01775973	05167497
-4522	01775163	04043948
-4522	01508689	04043948
-4520	00430666	-4726
-4517	01474694	-2838
-4517	00646817	-2838
-4513	01640620	04483764
-4482	01137221	05449233
-4482	01215448	07442529
-4482	01775973	05167497
-4465	01811792	06268839
-4465	00449544	06268839
-4465	01775163	06268839
-4457	01583295	-4873
-4455	00235191	-3300
-4454	01775973	-4228
-4454	01636994	-4228
-4454	01130277	-5134
-4446	01508689	-4613
-4446	01847498	05115901
-4446	01609431	05115901
-4429	0	-4447
-4421	00744139	00633825
-4421	01675658	-4909
-4417	01775973	07354565
-4417	01635578	07667913
-4417	00812388	-511
-4414	0	03438292
-4414	00532796	03438292
-4413	01608899	04659700
-4408	00235191	03499424
-4405	00249716	-4577
-4404	00235191	-4219
-4403	01775973	07396119
-4403	01799646	00246210
-4398	00235191	-3216
-4395	00944672	06307482
-4389	01775973	07200414
-4389	00400501	07200414
-4386	01775973	-68
-4386	00659537	-5134
-4385	01775973	-4482
-4385	00430666	-4482
-4377	00250254	-3193
-4373	00235191	-5129
-4369	0	07232818
-4369	01583087	04968965
-4369	01722366	05414577
-4369	00659537	-2018
-4369	01583087	03796381
-4369	01583295	03828648
-4360	00401762	-5134
-4360	00696267	-3116
-4360	01508689	09947291
-4360	01800838	00098007
-4360	01235107	00098007
-4359	00718708	00653558
-4358	00466852	05432762
-4358	00510998	-569
-4353	00507599	00691886
-4348	01354457	06279444
-4339	00235191	-2702
